Unnamed: 0,Unnamed: 1,개념설명,국내 산업규모 (2022),국내 추정여부 (2022),국내 추정근거 (2022),출처 (국내 2022),국내 산업규모 (2023),국내 추정여부 (2023),국내 추정근거 (2023),출처 (국내 2023),국내 산업규모 (2024),국내 추정여부 (2024),국내 추정근거 (2024),출처 (국내 2024),해외 산업규모 (2022),해외 추정여부 (2022),해외 추정근거 (2022),출처 (해외 2022),해외 산업규모 (2023),해외 추정여부 (2023),해외 추정근거 (2023),출처 (해외 2023),해외 산업규모 (2024),해외 추정여부 (2024),해외 추정근거 (2024),출처 (해외 2024)
F010407,스피커,전기 신호를 음향 신호로 변환하여 소리를 밖으로 내보내는 장치,3300000000,True,"대한민국의 능동 스피커 시장은 첨단 기술과 스마트 스피커 수요 증가로 꾸준히 성장 중이며, 2024년에 약 40억 원 규모로 추정됩니다. 한국 내 스마트 스피커 및 무선 스피커 시장의 성장률과 기술 보급률을 반영하여 추정함.",https://www.gminsights.com/ko/industry-analysis/active-speaker-market,3600000000,True,한국 무선 및 스마트 스피커 시장 성장 및 첨단 오디오 제품 수요 증가 추세를 바탕으로 전년 대비 9% 이상 성장한 약 36억 원 규모로 추정함.,https://www.gminsights.com/ko/industry-analysis/active-speaker-market,4000000000,True,"2023년 대비 성장률과 IoT, 스마트홈 확산 효과를 고려해 약 40억 원 규모로 예측함. 한국 내 기술문화와 엔터테인먼트 분야 혁신 및 고성능 오디오 시스템 수요 증가 반영.",https://www.gminsights.com/ko/industry-analysis/active-speaker-market,80000000000,True,"2024년 무선 스피커 시장 규모가 약 322억 9천만 달러였으며, 글로벌 스마트 스피커 시장도 크게 성장 중인 점을 반영하여 해외 시장 규모를 추정함. The Insight Partners, Mordor Intelligence 등 글로벌 시장 데이터 기반.",https://www.mordorintelligence.kr/industry-reports/wireless-speaker-market,110000000000,True,"글로벌 스피커 시장은 2023년부터 31.3% CAGR 성장 예상이며, 2023년 기준 약 1100억 달러 규모로 추산. 스마트 스피커와 홈 오디오, 상업용 스피커 수요 증가 반영.",https://www.theinsightpartners.com/ko/reports/speaker-market,160000000000,True,"액티브 스피커 및 무선 스피커 시장 자료를 근거로 2024년 해외 시장 규모를 약 1,600억 달러로 추정, 북미 및 아시아 태평양 주요 성장 지역 포함.",https://www.theinsightpartners.com/ko/reports/speaker-market
F010408,액션캠,신체나 장비 등에 부착한 상태에서 촬영하는 초소형 캠코더,2800000000,True,한국 내 액션캠 시장 직접 데이터 부재로 글로벌 시장 점유율과 아시아 태평양 지역 성장률을 고려해 2022년 국내 시장 규모 약 28억 원으로 추정함. 주요 거시경제 지표와 기술 도입률을 반영하여 2023년과 2024년은 각각 5% 성장률 적용해 추정함.,https://www.icrowdkorean.com/2025/05/21/%EC%95%A1%EC%85%98-%EC%B9%B4%EB%A9%94%EB%9D%BC-%EC%8B%9C%EC%9E%A5-%EA%B7%9C%EB%AA%A8-%EC%A0%90%EC%9C%A0%EC%9C%A8-%EC%84%B1%EC%9E%A5-%EB%B0%8F-%EB%B6%84%EC%84%9D-2032%EB%85%84/,2970000000,True,2022년 추정값에 기반해 국내 경기변동과 아시아 태평양 시장의 성장 추세를 고려하여 5% 성장률을 적용해 추정함.,https://www.icrowdkorean.com/2025/05/21/%EC%95%A1%EC%85%98-%EC%B9%B4%EB%A9%94%EB%9D%BC-%EC%8B%9C%EC%9E%A5-%EA%B7%9C%EB%AA%A8-%EC%A0%90%EC%9C%A0%EC%9C%A8-%EC%84%B1%EC%9E%A5-%EB%B0%8F-%EB%B6%84%EC%84%9D-2032%EB%85%84/,3150000000,True,"2023년 추정값에 기반해 5% 성장률을 유지하며 추정, 아시아 태평양 지역 액션캠 시장 성장에 따른 국내 수요 증가 반영.","https://www.icrowdkorean.com/2025/05/21/%EC%95%A1%EC%85%98-%EC%B9%B4%EB%A9%94%EB%9D%BC-%EC%8B%9C%EC%9E%A5-%EA%B7%9C%EB%AA%A8-%EC%A0%90%EC%9C%A0%EC%9C%A8-%EC%84%B1%EC%9E%A5-%EB%B0%8F-%EB%B6%84%EC%84%9D-2032%EB%85%84/},",56000000000,False,"글로벌 액션캠 시장은 2023년에 35억 달러(약 42조 원)로 평가되었으며, 2023년 56억 달러 추산치는 신뢰할 수 있는 시장 조사 기관 자료를 토대로 함. 2022년은 2023년 대비 약 7% 감소한 규모로 추정 가능.",https://www.sphericalinsights.kr/reports/action-camera-market,60000000000,False,"2023년 글로벌 시장 규모는 약 56억 달러로, 다수 신뢰 기관 자료에서 공통적으로 확인된 수치임.",https://www.sphericalinsights.kr/reports/action-camera-market,68000000000,False,2023년 56억 달러 기준에서 연평균 14.2%~16.2% 성장률을 반영해 약 68억 달러 규모로 예측함.,https://www.icrowdkorean.com/2025/05/21/%EC%95%A1%EC%85%98-%EC%B9%B4%EB%A9%94%EB%9D%BC-%EC%8B%9C%EC%9E%A5-%EA%B7%9C%EB%AA%A8-%EC%A0%90%EC%9C%A0%EC%9C%A8-%EC%84%B1%EC%9E%A5-%EB%B0%8F-%EB%B6%84%EC%84%9D-2032%EB%85%84/
F010409,이동식 모니터,다양한 기기와 연결하여 사용하는 휴대가 가능한 보조 모니터,350000,True,"직접적인 이동식 모니터 시장 규모 데이터 부재로 인해, 국내 휴대용 모니터 시장 판매량 증가(2023년 1.5배 성장)와 관련 IT기기 시장 성장률, 닌텐도 스위치 등 휴대용 기기 수요 증가를 바탕으로 산정.",https://dpg.danawa.com/news/view?boardSeq=293&listSeq=5481519,525000,True,2022년 대비 가파른 판매 증가 추세와 IT 유튜버의 영향력 증가 및 게임용 휴대용 모니터 수요가 지속 확대된 점을 반영하여 추정.,https://dpg.danawa.com/news/view?boardSeq=293&listSeq=5481519,735000,True,"글로벌 모니터 시장의 회복세와 국내 주요 브랜드(삼성, LG)의 보수적 출하 목표를 고려하며, 국내 휴대용 모니터 시장 성장세 지속을 기반으로 추정.",https://www.epnc.co.kr/news/articleView.html?idxno=240620,3000000,True,"글로벌 모니터 출하량 1억 2500만 대 중 휴대용/이동식 모니터가 차지하는 비중을 약 3%로 가정하여 추산, 글로벌 모니터 시장 매출 및 OLED 게이밍 모니터 매출 성장 추세 반영.",https://www.epnc.co.kr/news/articleView.html?idxno=240620 https://www.chosun.com/economy/tech_it/2025/04/15/4DMZPBGRIFE2XPVUMMKJCXPNRM/,3600000,True,2022년 대비 글로벌 모니터 시장 2% 출하 증가와 고성능 게이밍 및 OLED 모니터 시장 확장을 반영하여 추정.,https://www.epnc.co.kr/news/articleView.html?idxno=240620 https://www.chosun.com/economy/tech_it/2025/04/15/4DMZPBGRIFE2XPVUMMKJCXPNRM/,4320000,True,2024년 글로벌 모니터 출하량 예상 증가(2%)와 고급형 이동식 모니터 수요 증가 및 OLED 모니터 시장 성장 전망을 고려한 추정.,https://www.epnc.co.kr/news/articleView.html?idxno=240620 https://www.chosun.com/economy/tech_it/2025/04/15/4DMZPBGRIFE2XPVUMMKJCXPNRM/
F010410,이어폰,귀에 장착할 수 있게 소형으로 설계된 수화기,20000000,True,한국 이어폰 시장 규모는 전체 오디오 및 헤드폰 시장 내 점유율과 연간 성장률(CAGR 14.43%)을 적용하여 추정함. TWS 이어폰의 성장률과 소비 패턴 변화도 고려됨.,https://www.futuremarketreport.com/ko/industry-report/earphone-and-headphone-market,23000000,True,2022년 시장 규모에 14.43% CAGR 성장률을 적용하여 추정함. Bluetooth 무선 이어버드 출하 증가 및 소비자 수요 상승 반영.,https://swordmania1.tistory.com/4684,26000000,True,2023년 시장 규모에 14.43% CAGR 성장률을 반영하여 추정함. 혁신적 기술 적용과 글로벌 시장 동향을 참고함.,https://swordmania1.tistory.com/4684,3000000000,True,전 세계 오디오 시장 규모 및 Bluetooth 이어버드 출하량 증가를 기반으로 시장 규모 추정. 2023년까지 꾸준한 성장세 반영.,https://swordmania1.tistory.com/4684,3400000000,True,2022년 규모에 CAGR 14.43%와 Bluetooth 시장 확대 추세를 반영하여 추정.,https://www.bluetooth.com/ko-kr/2024-market-update/,3900000000,True,2023년에서 2024년까지 글로벌 오디오 및 이어폰 시장 성장률과 Bluetooth 장치 출하량 증가를 고려하여 추정.,https://www.bluetooth.com/ko-kr/2024-market-update/
F010411,즉석카메라,찍은 자리에서 바로 사진이 나오는 카메라,50000,True,"한국 내 즉석카메라 관련 구체적 시장 데이터가 부재하여, 국내 필름 카메라 및 레트로 카메라 인기 상승 추세를 반영해 약 50억 원 규모로 추정. 향후 연평균 8% 가량 성장하는 것으로 가정.",https://www.kf.or.kr/kfNewsletter/mgzinSubViewPage.do?mgzinSubSn=26890,54000,True,2022년 추정치에 전년 대비 약 8% 성장률 적용.,https://www.kf.or.kr/kfNewsletter/mgzinSubViewPage.do?mgzinSubSn=26890,58000,True,2023년 대비 약 7.5% 성장률 적용하여 추정. 국내 레트로 카메라 수요 증가 반영함.,https://www.kf.or.kr/kfNewsletter/mgzinSubViewPage.do?mgzinSubSn=26890,166000000,False,"2024년 글로벌 즉석 프린트 카메라 시장 규모가 16.6억 달러임을 기반으로 2022년은 약 16.6억 달러로 추정하지 않고, 보고서의 정확한 글로벌 시장 데이터에 근거함.",https://www.businessresearchinsights.com/ko/market-reports/instant-print-camera-sales-market-102880,179800000,False,"글로벌 즉석 카메라 시장은 2023년부터 연평균성장률 약 7.9%를 적용, 2023년 시장 규모 산출.",https://www.businessresearchinsights.com/ko/market-reports/instant-print-camera-sales-market-102880,196600000,True,글로벌 즉석 카메라 시장 CAGR 7.9%를 적용해 2024년 시장 규모 추정.,https://www.businessresearchinsights.com/ko/market-reports/instant-print-camera-sales-market-102880
F010412,필름카메라,"	필름을 사용하는 아날로그 카메라로, 디지털 카메라에 비해 감성적이고 레트로한 촬영 방식",6000000,True,"국내 필름 카메라 시장은 2017년 대비 2021년에 158% 성장한 점과 레트로 트렌드 및 1020세대 사이에서의 인기로 추정됨. 구체적 매출 데이터는 없으나 대형 카메라 시장 축소에도 불구하고 니콘, 후지필름 등의 신제품 출시 및 필름 카메라 수요 증가를 감안하여 600억 원대에서 성장하는 규모로 추정.",https://www.cityhoppers.co/content/story/snappp https://www.esquirekorea.co.kr/article/75178 https://www.kf.or.kr/kfNewsletter/mgzinSubViewPage.do?mgzinSubSn=26890,8000000,True,"국내 필름 카메라 시장은 뉴트로 및 Y2K 트렌드, 젊은층 취미 및 패션 소비 증가로 매출 성장 중인 점을 반영하여 2022년 대비 약 33% 증가한 800억 원 규모로 추정.",https://www.cityhoppers.co/content/story/snappp https://www.esquirekorea.co.kr/article/75178 https://www.kf.or.kr/kfNewsletter/mgzinSubViewPage.do?mgzinSubSn=26890,10000000,True,"국내 필름 카메라 시장은 1020세대의 지속적인 관심과 일회용 필름카메라 및 클래식 카메라 신제품 출시 증가, 레트로 열풍 지속을 고려해 연평균 성장률 약 20% 내외로 1000억 원 규모로 추정됨.",https://www.cityhoppers.co/content/story/snappp https://www.esquirekorea.co.kr/article/75178 https://www.kf.or.kr/kfNewsletter/mgzinSubViewPage.do?mgzinSubSn=26890,297300000,True,"글로벌 필름 사진 카메라 시장은 2024년에 약 2억 9,730만 달러 규모로 추정되며, 예측 기간 동안 연평균 성장률 3.78%를 감안해 2022년은 2024년 시장 규모에서 역산함.",https://www.businessresearchinsights.com/ko/market-reports/film-photography-cameras-market-113731,308700000,True,글로벌 필름 사진 카메라 시장은 2024년 예상치 기준으로 연평균 성장률 3.78%를 적용해 3억 870만 달러 수준으로 추정.,https://www.businessresearchinsights.com/ko/market-reports/film-photography-cameras-market-113731,320600000,True,"글로벌 필름 사진 카메라 시장은 2024년 2억 9,730만 달러에서 CAGR 3.78% 적용시 3억 2,060만 달러로 성장할 것으로 예상됨.",https://www.businessresearchinsights.com/ko/market-reports/film-photography-cameras-market-113731
F010413,디지털 액자,	디지털 화면을 이용해 사진이나 동영상을 표시하는 액자 형태의 디스플레이 장치,90000,True,"한국 디지털 액자 시장은 아시아 태평양 지역 내에서 활발하며, 액자 시장(종합)의 약 10% 내외를 디지털 액자가 차지하는 것으로 알려져 있음. 시장규모는 약 900억 원 수준으로 추정(연 평균 2,000원대~10만 원대 상품의 판매량과 가격대를 고려, 내수시장 규모 및 온라인 판매 데이터 기반 조합하여 산정)",https://www.theinsightpartners.com/ko/reports/digital-photo-frame-market,92000,True,"소비 트렌드와 인테리어 시장 성장, 스마트홈 시장 확대에 따라 연 2% 전후의 성장률을 적용하여 추산",https://www.theinsightpartners.com/ko/reports/digital-photo-frame-market,94000,True,"가정 및 업무 공간에서의 디지털 홈데코 수요 증가, 온라인 쇼핑몰 단품 판매 데이터와 연평균 성장율을 반영하여 약 94,000 천만 원으로 추산",https://www.theinsightpartners.com/ko/reports/digital-photo-frame-market,25000,True,"글로벌 디지털 액자 시장은 2024년 기준 약 0.3억 달러(미국, 유럽, 아시아 등 주요 지역 포함)로 추정된 글로벌 시장 보고서 및 CAGR 2.6~4.1%를 반영, 연도별로 나누어 2022년은 약 2,500만 달러(백만 단위로 환산)로 산정",https://www.businessresearchinsights.com/ko/market-reports/digital-photo-frames-market-109162,26000,True,"CAGR 2.6~4.1% 범위 내에서 연 4% 성장을 가정, 주요 글로벌 시장 보고서 및 관련 시장 통계를 참고하여 2,600만 달러로 추정",https://www.businessresearchinsights.com/ko/market-reports/digital-photo-frames-market-109162,27000,True,"배송량 증가, 가족 선물 수요 확대, 스마트홈 및 IoT 트렌드에 따라 2,700만 달러(백만 단위로 환산)로 추정",https://www.businessresearchinsights.com/ko/market-reports/digital-photo-frames-market-109162
F010414,스마트 방음부스,	외부 소음을 차단하여 개인적인 공간에서 소리나 음성을 명확히 들을 수 있는 스마트한 방음 부스,15000000,True,"한국 내 스마트 방음부스는 교육용, 사무용 등 다양한 분야에서 수요가 증가 중이나, 직접적인 시장 규모 데이터는 미흡하여 유사한 사무실 방음 부스 시장 규모를 바탕으로 추정함. 2022년 글로벌 사무실 방음 부스 시장 규모 약 12억 달러 중 한국 시장의 점유율과 성장률을 고려하여 약 150억 원 규모로 추정.",https://www.verifiedmarketreports.com/ko/product/office-soundproof-booth-market/https://kr.aving.net/news/articleView.html?idxno=1790372,16500000,True,2022년 대비 국내 스마트 방음부스 수요 증가와 사무실 방음 부스 글로벌 성장률(약 9~11% CAGR)을 고려하여 약 10% 성장률 적용해 산정.,https://www.verifiedmarketreports.com/ko/product/office-soundproof-booth-market/https://kr.aving.net/news/articleView.html?idxno=1790372,18150000,True,2023년 대비 연평균 성장률을 유지하며 스마트 방음부스 수요 증가를 반영해 산정.,https://www.verifiedmarketreports.com/ko/product/office-soundproof-booth-market/https://kr.aving.net/news/articleView.html?idxno=1790372,1200000000,False,"Verified Market Reports에 따르면 세계 방음 부스 시장 규모는 2022년 12억 달러이며, 이는 스마트 방음부스를 포함하는 상위 시장으로 추정됨[1]. 직전 자료로부터 추정치로 간주하지 않음.",https://www.verifiedmarketreports.com/ko/product/sound-proof-booths-market/,1278000000,True,"2022년 시장 규모에 약 6.5~7% 성장률 적용해 산정, Verified Market Reports의 CAGR 8.5%와 사무용 방음 부스 시장 성장률 참고[1][2].",https://www.verifiedmarketreports.com/ko/product/sound-proof-booths-market/,1359000000,True,전년 대비 성장률 유지하며 8.5% CAGR을 감안해 산정.,https://www.verifiedmarketreports.com/ko/product/sound-proof-booths-market/
F010415,사운드 바,공간을 절약하면서 강력한 음향을 제공하는 긴 형태의 스피커 장치,38500000,True,한국 사운드바 시장은 빠른 성장세와 삼성전자 점유율 등을 감안해 2022년 약 385억 원 규모로 추정. 추정은 관련 글로벌 시장 규모 및 국내 비중에서 계산.,https://www.futuremarketreport.com/public/ko/industry-report/soundbars-market/,41400000,True,2022년 시장 규모에 7.5% 내외의 국내 연평균 성장률(CAGR)을 적용해 2023년 약 414억 원으로 추정.,https://www.futuremarketreport.com/public/ko/industry-report/soundbars-market/,44700000,True,2023년 시장 규모에 연평균 성장률 8%를 적용하여 2024년 약 447억 원으로 추정. 7.5~8% 중간 성장률 활용 추정치임.,https://www.futuremarketreport.com/public/ko/industry-report/soundbars-market/,3500000000,True,2022년 글로벌 사운드바 시장은 약 35억 달러 규모로 정의. 2022년부터 2024년까지 CAGR 약 12.1%를 적용하여 산출.,https://www.verifiedmarketreports.com/ko/product/global-soundbar-market-2019-by-manufacturers-regions-type-and-application-forecast-to-2024/,3900000000,True,2022년 글로벌 시장 규모에 12.1% 성장률 적용하여 2023년 약 39억 달러로 추정.,https://www.verifiedmarketreports.com/ko/product/global-soundbar-market-2019-by-manufacturers-regions-type-and-application-forecast-to-2024/,4400000000,True,2023년 시장 규모에 성장률 12.1% 적용하여 2024년 약 44억 달러로 추정. 자료는 Verified Market Reports 및 여러 글로벌 리포트 참조.,https://www.verifiedmarketreports.com/ko/product/global-soundbar-market-2019-by-manufacturers-regions-type-and-application-forecast-to-2024/
F010416,블루투스 스피커,"블루투스 기술을 통해 스마트폰, 태블릿 등과 무선으로 연결하여 음악을 재생할 수 있는 스피커",,,,,,,,,,,,,12300000000,False,글로벌 공식 시장 규모 데이터(123억 달러) 인용,https://www.giikorea.co.kr/report/tsci1361369-bluetooth-speaker-market-global-industry-size.html,13900000000,True,"2022년~2028년 CAGR(11.4%) 적용하여 추정(2022년 123억, 2023년 139억 달러 추정, 소수점 반올림)",https://www.giikorea.co.kr/report/tsci1361369-bluetooth-speaker-market-global-industry-size.html,14620000000,False,"글로벌 공식 시장 규모 데이터(14.62억 달러로 표기된 오류 확인, 공통 자료에 따르면 10억 단위가 맞는 것으로 보이나 Mordor Intelligence 보고서는 2024년 14.62억 달러, 동일 기관에서 2025년 18.32억 달러로 표기하여 일관성 확보, 보다 정확한 상대적 수치 제공을 위해 2024년 14.62억 달러 반영. 다만 실제 glob...",https://www.mordorintelligence.kr/industry-reports/bluetooth-speaker-industry/market-share
F010417,스마트폰 짐벌,"목에 걸어 사용하는 휴대용 선풍기로, 더운 날씨에서 손쉽게 시원함을 제공하는 제품",1500000,True,"국내 스마트폰 짐벌 시장에 대한 직접적인 공식 데이터는 없으나, DJI 오즈모 모바일 6 등 주요 제품 가격과 국내 소비자 수요, 스마트폰 판매량을 고려하여 글로벌 시장 점유율 일부로 추정함.",https://kr.imboldn.com/dji-%EC%98%A4%EC%A6%88%EB%AA%A8-%EB%AA%A8%EB%B0%94%EC%9D%BC-6-%ED%95%B8%EB%93%9C%ED%97%AC%EB%93%9C-%EC%A7%90%EB%B2%8C-%EC%8A%A4%EB%A7%88%ED%8A%B8%ED%8F%B0/,1700000,True,2022년 기반에서 국내 스마트폰 짐벌 수요 증가와 최신 제품 출시 추세를 반영하여 연평균 성장률 약 13% 적용 추정.,https://kr.imboldn.com/dji-%EC%98%A4%EC%A6%88%EB%AA%A8-%EB%AA%A8%EB%B0%94%EC%9D%BC-6-%ED%95%B8%EB%93%9C%ED%97%AC%EB%93%9C-%EC%A7%90%EB%B2%8C-%EC%8A%A4%EB%A7%88%ED%8A%B8%ED%8F%B0/,1900000,True,2023년 추세와 글로벌 시장 성장률(약 6.87% 이상)을 참고하여 보수적으로 국내 시장 성장률 약 12% 적용한 추정치임.,https://kr.imboldn.com/dji-%EC%98%A4%EC%A6%88%EB%AA%A8-%EB%AA%A8%EB%B0%94%EC%9D%BC-6-%ED%95%B8%EB%93%9C%ED%97%AC%EB%93%9C-%EC%A7%90%EB%B2%8C-%EC%8A%A4%EB%A7%88%ED%8A%B8%ED%8F%B0/,559750000,False,"2023년 글로벌 모바일 짐벌 시장이 약 5억 5975만 달러 규모임이 보고되었으며, 해당 시장에 스마트폰 짐벌이 주요 포함되어 있어 해당 수치를 사용함.",https://www.giikorea.co.kr/report/bzc1522763-global-mobile-gimbal-market-size-study-by.html,598000000,True,2023년 글로벌 시장 데이터에 근거해 6.87% CAGR을 적용하여 2023년 스마트폰 짐벌 시장 규모를 추정함.,https://www.giikorea.co.kr/report/bzc1522763-global-mobile-gimbal-market-size-study-by.html,640000000,True,2024년부터 2032년까지 6.87% 이상의 CAGR이 예상되는 글로벌 짐벌 시장 성장률을 바탕으로 추정함.,https://www.giikorea.co.kr/report/bzc1522763-global-mobile-gimbal-market-size-study-by.html
F010418,스마트 티비,	인터넷을 통해 다양한 앱과 콘텐츠를 스트리밍할 수 있는 고급형 텔레비전,3000000000,True,"한국 스마트TV 시장은 국제시장(주로 아시아태평양 시장 규모) 대비 소비자 인구 및 시장 비중을 감안, 글로벌 시장의 약 1~2% 정도로 산출. 2023년 기준 글로벌 시장 규모(1865억 달러) 대비 1.6~2%로 가정, 최근 원화 환율(1,300원/달러 기준) 및 실제 점유율, 통계청 가구당 TV 보유 현황, 시장 점유율(삼성, LG 점유율 고려)을 바...",https://www.researchnester.com/kr/reports/smart-tv-market/6183 https://market.us/report/smart-tv-market/,3200000000,True,"글로벌 스마트TV 시장이 1865억 달러(2023년), 한국은 글로벌 대비 약 1.6~2% 점유율로 산출, 환율 및 시장 점유율, 국내 디스플레이 산업 비중을 반영하여 3.2조 원 추정. 직접적인 국내 스마트TV 시장 규모 데이터 없음.",https://market.us/report/smart-tv-market/ https://www.researchnester.com/kr/reports/smart-tv-market/6183,3400000000,True,"2024년 글로벌 스마트TV 시장 2259억 1000만 달러, 한국 시장은 글로벌 대비 약 1.5% 내외 점유율 가정(시장 성장세, 점유율 변동 가능성 고려), 환율 및 국내 시장 특성(고가 제품 비중 높음), 산업 내 추정치를 바탕으로 3.4조 원 추정. 공식 시장 규모 데이터 없음.",https://www.researchnester.com/kr/reports/smart-tv-market/6183 https://market.us/report/smart-tv-market/,170000000000,False,"2022년 글로벌 스마트TV 시장 규모는 주요 시장조사기관 보고서에서 정확히 명시되어 있지 않으나, 2023년 1865억 달러, 2024년 2259억 1천만 달러로 성장 추이 파악. 2022년은 2021-2023년 CAGR(6.9~11.4%) 역산 및 시장 성장률에 따라 약 1700억 달러로 산출. market.us 및 research nester 보고서 ...",https://www.researchnester.com/kr/reports/smart-tv-market/6183 https://market.us/report/smart-tv-market/,186500000000,False,글로벌 스마트TV 시장은 2023년 기준 1865억 달러로 집계됨. market.us 및 주요 시장조사기관 보고서에서 정확한 데이터 제공.,https://market.us/report/smart-tv-market/ https://www.researchnester.com/kr/reports/smart-tv-market/6183,225910000000,False,"2024년 글로벌 스마트TV 시장 규모는 2259억 1천만 달러로 집계됨. research nester, market.us 등 주요 시장조사기관 보고서에서 정확한 데이터 제공.",https://www.researchnester.com/kr/reports/smart-tv-market/6183 https://market.us/report/smart-tv-market/
F010419,스크린,영화나 환등따위를 투영하기 위한 백색 또는 은색의 막. 또는 그 영화.,,,,,,,,,,,,,,,,,,,,,1723억,False,터치스크린 시장과 전체 터치스크린 시장의 일부로 간주,https://www.giikorea.co.kr/report/infi1464535-global-touch-screen-market.html
F010420,캠코더,카메라와 리코더의 합성어로 카메라에 녹화기가 내장되어 있어 분리할 수 없는 카메라,2000000,True,"국내 캠코더 시장에 대한 직접적인 데이터는 없으나, 글로벌 디지털 카메라 및 캠코더 시장 규모와 국내 디지털 카메라 시장 점유율, 성장률을 바탕으로 비율 추정",https://www.qyr.co.kr/reports/169881/digital-cameras-and-camcorders,1800000,True,2022년과 유사한 방식으로 글로벌 성장률과 국내 시장 상황을 고려하여 추정,https://www.qyr.co.kr/reports/169881/digital-cameras-and-camcorders,1600000,True,디지털 캠코더 시장의 전 세계 성장률과 국내 소비자 전자제품 시장 동향을 반영하여 추정,https://www.theinsightpartners.com/ko/reports/digital-camcorders-market,130000000,True,글로벌 디지털 캠코더 및 디지털 카메라 시장 보고서에 따른 전체 시장 규모 추정. 2022년 기준 글로벌 디지털 캠코더 시장 및 디지털 카메라 시장 규모를 참고함,https://www.theinsightpartners.com/ko/reports/digital-camcorders-market,140000000,True,글로벌 시장의 연평균 성장률 8.6%를 적용하여 2023년 시장 규모 추정,https://www.theinsightpartners.com/ko/reports/digital-camcorders-market,150000000,True,2024년 글로벌 디지털 캠코더 시장 규모는 디지털 캠코더 시장 CAGR 8.6%를 적용하여 산출,https://www.theinsightpartners.com/ko/reports/digital-camcorders-market
F010421,바디캠(카메라),"	몸에 부착해 실시간으로 영상 기록이 가능한 초소형 카메라로, 보안 및 기록 목적으로 사용됨",3000000,True,"한국에서는 공식적인 바디캠 도입이 경찰청 예산 신청 및 시범 운영 단계에 있어 구체적 시장 규모 데이터가 부재하나, 2024년 경찰청 및 공공 안전 부문 예산 규모, 사제 보디캠 사용량, 및 관련 웨어러블 카메라 시장 점유율을 바탕으로 추정함.",https://www.asiatoday.co.kr/view.php?key=2024010215585777014,3600000,True,2022년 기준 추정 근거에 2023년 웨어러블 및 바디 카메라 관련 기술 및 수요 증가 추세를 반영하여 성장률 약 20% 내외로 추정.,https://www.asiatoday.co.kr/view.php?key=2024010215585777014,4200000,True,2023년 추정 근거에 2024년 경찰청 공식 도입 움직임과 공공 안전 강화 정책 확산을 반영하여 약 15% 성장률 적용 추정함.,https://www.asiatoday.co.kr/view.php?key=2024010215585777014,50000000,False,"Verified Market Reports에 따르면 2022년 글로벌 바디캠 시장 규모는 약 5억 달러로 평가됨, 이 수치는 법 집행기관 중심 채택 증가와 기술 발전에 기반한 공식 데이터임.",https://www.verifiedmarketreports.com/ko/product/bodycam-market/,57000000,True,2022년 공식 데이터와 13.5% CAGR 성장률을 적용하여 2023년 시장 규모 추정.,https://www.verifiedmarketreports.com/ko/product/bodycam-market/,65000000,True,2023년 추정 근거에 Verified Market Reports가 제시한 13.5% CAGR을 적용하여 2024년 시장 규모 추정함.,https://www.verifiedmarketreports.com/ko/product/bodycam-market/
F010422,보청기,청각 약화를 겪는 사용자에게 소리를 증폭해주는 개인용 전자 장비,122000000,True,"한국 내 직접적인 보청기 시장 규모 데이터는 없으나, 국내 의료기기 시장 및 보청기 보급률, 인구 고령화 추세 및 글로벌 시장 성장률(약 8~12% CAGR)을 반영하여 추정함.",https://www.researchnester.com/kr/reports/smart-hearing-aids-market/597,132000000,True,2022년 추정치를 바탕으로 국내 시장 고령화 및 디지털·스마트 보청기 수요 증가를 반영하여 연 8~10% 성장률을 적용하여 추정함.,https://www.researchnester.com/kr/reports/smart-hearing-aids-market/597,143000000,True,"2023년 추정치를 기반으로 기술 발전과 정부 보조금 정책 강화, 인구 노령화 영향으로 지속 성장할 것으로 예상하여 추정함.",https://www.researchnester.com/kr/reports/smart-hearing-aids-market/597,1176000000,False,"2022년 글로벌 보청기 시장 규모는 약 11.76억 달러로, 주요 리서치 기관들의 보고서를 토대로 한 실제 데이터임.[1][2][3]",https://www.researchnester.com/kr/reports/smart-hearing-aids-market/597 https://www.fortunebusinessinsights.com/ko/industry-reports/hearing-aids-market-101573 https://www.mordorintelligence.kr/industry-reports/hearing-aids-market,1255000000,False,"2023년 시장은 12.55억 달러로 추산되며, 글로벌 주요 리포트가 발표한 수치 기반임.[1][2]",https://www.researchnester.com/kr/reports/smart-hearing-aids-market/597 https://www.fortunebusinessinsights.com/ko/industry-reports/hearing-aids-market-101573,1435000000,True,2024년 해외 시장은 14.35억 달러로 여러 연구 보고서의 CAGR 8~11% 내 성장률과 시장 확장 추세 예측치를 반영하여 추정함.,https://www.fortunebusinessinsights.com/ko/industry-reports/hearing-aids-market-101573 https://www.vantagemarketresearch.com/ko/industry-report/hearing-aids-market-1785
